dateTime,value
00:00:00,1.2309999465942383
00:01:00,1.2309999465942383
00:02:00,1.2309999465942383
00:03:00,1.2309999465942383
00:04:00,1.2309999465942383
00:05:00,1.2309999465942383
00:06:00,1.2309999465942383
00:07:00,1.2309999465942383
00:08:00,1.2309999465942383
00:09:00,1.2309999465942383
00:10:00,1.2309999465942383
00:11:00,1.2309999465942383
00:12:00,1.2309999465942383
00:13:00,1.2309999465942383
00:14:00,1.2309999465942383
00:15:00,1.2309999465942383
00:16:00,1.2309999465942383
00:17:00,1.2309999465942383
00:18:00,1.2309999465942383
00:19:00,1.2309999465942383
00:20:00,1.2309999465942383
00:21:00,1.2309999465942383
00:22:00,1.2309999465942383
00:23:00,1.2309999465942383
00:24:00,1.2309999465942383
00:25:00,1.2309999465942383
00:26:00,1.2309999465942383
00:27:00,1.2309999465942383
00:28:00,1.2309999465942383
00:29:00,1.2309999465942383
00:30:00,1.2309999465942383
00:31:00,1.2309999465942383
00:32:00,1.2309999465942383
00:33:00,1.2309999465942383
00:34:00,1.2309999465942383
00:35:00,1.2309999465942383
00:36:00,1.2309999465942383
00:37:00,1.2309999465942383
00:38:00,1.2309999465942383
00:39:00,1.2309999465942383
00:40:00,1.2309999465942383
00:41:00,1.2309999465942383
00:42:00,1.2309999465942383
00:43:00,1.2309999465942383
00:44:00,1.2309999465942383
00:45:00,1.2309999465942383
00:46:00,1.2309999465942383
00:47:00,1.2309999465942383
00:48:00,1.2309999465942383
00:49:00,1.2309999465942383
00:50:00,1.2309999465942383
00:51:00,1.2309999465942383
00:52:00,1.2309999465942383
00:53:00,1.2309999465942383
00:54:00,1.2309999465942383
00:55:00,1.2309999465942383
00:56:00,1.2309999465942383
00:57:00,1.2309999465942383
00:58:00,1.2309999465942383
00:59:00,1.2309999465942383
01:00:00,1.2309999465942383
01:01:00,1.2309999465942383
01:02:00,1.2309999465942383
01:03:00,1.2309999465942383
01:04:00,1.2309999465942383
01:05:00,1.2309999465942383
01:06:00,1.2309999465942383
01:07:00,1.2309999465942383
01:08:00,1.2309999465942383
01:09:00,1.2309999465942383
01:10:00,1.2309999465942383
01:11:00,1.2309999465942383
01:12:00,1.2309999465942383
01:13:00,1.2309999465942383
01:14:00,1.2309999465942383
01:15:00,1.2309999465942383
01:16:00,1.2309999465942383
01:17:00,1.2309999465942383
01:18:00,1.2309999465942383
01:19:00,1.2309999465942383
01:20:00,1.2309999465942383
01:21:00,1.2309999465942383
01:22:00,1.2309999465942383
01:23:00,1.2309999465942383
01:24:00,1.2309999465942383
01:25:00,1.2309999465942383
01:26:00,1.2309999465942383
01:27:00,1.2309999465942383
01:28:00,1.2309999465942383
01:29:00,1.2309999465942383
01:30:00,1.2309999465942383
01:31:00,1.2309999465942383
01:32:00,1.2309999465942383
01:33:00,1.2309999465942383
01:34:00,1.2309999465942383
01:35:00,1.2309999465942383
01:36:00,1.2309999465942383
01:37:00,1.2309999465942383
01:38:00,1.2309999465942383
01:39:00,1.2309999465942383
01:40:00,1.2309999465942383
01:41:00,1.2309999465942383
01:42:00,1.2309999465942383
01:43:00,1.2309999465942383
01:44:00,1.2309999465942383
01:45:00,1.2309999465942383
01:46:00,1.2309999465942383
01:47:00,1.2309999465942383
01:48:00,1.2309999465942383
01:49:00,1.2309999465942383
01:50:00,1.2309999465942383
01:51:00,1.2309999465942383
01:52:00,1.2309999465942383
01:53:00,1.2309999465942383
01:54:00,1.2309999465942383
01:55:00,1.2309999465942383
01:56:00,1.2309999465942383
01:57:00,1.2309999465942383
01:58:00,1.2309999465942383
01:59:00,1.2309999465942383
02:00:00,1.2309999465942383
02:01:00,1.2309999465942383
02:02:00,1.2309999465942383
02:03:00,1.2309999465942383
02:04:00,1.2309999465942383
02:05:00,1.2309999465942383
02:06:00,1.2309999465942383
02:07:00,1.2309999465942383
02:08:00,1.2309999465942383
02:09:00,1.2309999465942383
02:10:00,1.2309999465942383
02:11:00,1.2309999465942383
02:12:00,1.2309999465942383
02:13:00,1.2309999465942383
02:14:00,1.2309999465942383
02:15:00,1.2309999465942383
02:16:00,1.2309999465942383
02:17:00,1.2309999465942383
02:18:00,1.2309999465942383
02:19:00,1.2309999465942383
02:20:00,1.2309999465942383
02:21:00,1.2309999465942383
02:22:00,1.2309999465942383
02:23:00,1.2309999465942383
02:24:00,1.2309999465942383
02:25:00,1.2309999465942383
02:26:00,1.2309999465942383
02:27:00,1.2309999465942383
02:28:00,1.2309999465942383
02:29:00,1.2309999465942383
02:30:00,1.2309999465942383
02:31:00,1.2309999465942383
02:32:00,1.2309999465942383
02:33:00,1.2309999465942383
02:34:00,1.2309999465942383
02:35:00,1.2309999465942383
02:36:00,1.2309999465942383
02:37:00,1.2309999465942383
02:38:00,1.2309999465942383
02:39:00,1.2309999465942383
02:40:00,1.2309999465942383
02:41:00,1.2309999465942383
02:42:00,1.2309999465942383
02:43:00,1.2309999465942383
02:44:00,1.2309999465942383
02:45:00,1.2309999465942383
02:46:00,1.2309999465942383
02:47:00,1.2309999465942383
02:48:00,1.2309999465942383
02:49:00,1.2309999465942383
02:50:00,1.2309999465942383
02:51:00,1.2309999465942383
02:52:00,1.2309999465942383
02:53:00,1.2309999465942383
02:54:00,1.2309999465942383
02:55:00,1.2309999465942383
02:56:00,1.2309999465942383
02:57:00,1.2309999465942383
02:58:00,1.2309999465942383
02:59:00,1.2309999465942383
03:00:00,1.2309999465942383
03:01:00,1.2309999465942383
03:02:00,1.2309999465942383
03:03:00,1.2309999465942383
03:04:00,1.2309999465942383
03:05:00,1.2309999465942383
03:06:00,1.2309999465942383
03:07:00,1.2309999465942383
03:08:00,1.2309999465942383
03:09:00,1.2309999465942383
